node,REGION_1,REGION_10,REGION_2,REGION_3,REGION_4,REGION_5,REGION_6,REGION_7,REGION_8,REGION_9
hCoV-19/USA/MN-MDH-1392/2020|EPI_ISL_507979|2020-03-27,0,0,0,0,0,1,0,0,0,0
n519,0,0,0,0,0,1,0,0,0,0
n521,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/WI-WSLH-200102/2020|EPI_ISL_471266|2020-03-31,0,0,0,0,0,1,0,0,0,0
n631,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/MN-MDH-1660/2020|EPI_ISL_560747|2020-04-02,0,0,0,0,0,1,0,0,0,0
n705,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/MN-MDH-304/2020|EPI_ISL_450769|2020-03-31,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/MN-MDH-1312/2020|EPI_ISL_495611|2020-03-23,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/MD-HP00055/2020|EPI_ISL_457798|2020-03-20,0,0,0,1,0,0,0,0,0,0
n727,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/MN-MDH-1497/2020|EPI_ISL_518890|2020-03-20,0,0,0,0,0,1,0,0,0,0
n734,0,0,1,0,0,0,0,0,0,0
n749,0,0,0,0,0,1,0,0,0,0
n752,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/NY-PV08137/2020|EPI_ISL_421359|2020-03-17,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/NY-PV08135/2020|EPI_ISL_421357|2020-03-17,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/FL-BPHL-0355/2020|EPI_ISL_489764|2020-04-14,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/NY-PV08136/2020|EPI_ISL_421358|2020-03-17,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/OR-PROV-229/2020|EPI_ISL_482464|2020-03-18,0,1,0,0,0,0,0,0,0,0
n786,0,1,0,0,0,0,0,0,0,0
n790,0,1,0,0,0,0,0,0,0,0
n791,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-PROV-037/2020|EPI_ISL_482319|2020-03-26,0,1,0,0,0,0,0,0,0,0
n805,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S898/2020|EPI_ISL_463388|2020-04-27,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-S843/2020|EPI_ISL_463333|2020-04-22,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-PROV-117/2020|EPI_ISL_482382|2020-04-26,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-PROV-103/2020|EPI_ISL_482373|2020-04-23,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WI-UW-43/2020|EPI_ISL_421301|2020-03-19,0,0,0,0,0,1,0,0,0,0
n856,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/WI-WSLH-200092/2020|EPI_ISL_471256|2020-03-23,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/VA-DCLS-0166/2020|EPI_ISL_437799|2020-04-08,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/WA-UW185/2020|EPI_ISL_416723|2020-03-14,0,1,0,0,0,0,0,0,0,0
n910,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-UW275/2020|EPI_ISL_418060|2020-03-14,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/NY-PV09335/2020|EPI_ISL_450023|2020-03-18,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/WI-UW-414/2020|EPI_ISL_480396|2020-04-06,0,0,0,0,0,1,0,0,0,0
n1037,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/WI-UW-325/2020|EPI_ISL_436619|2020-04-24,0,0,0,0,0,1,0,0,0,0
n1045,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/WI-UW-185/2020|EPI_ISL_428281|2020-03-22,0,0,0,0,0,1,0,0,0,0
n1085,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/TX-HMH-481/2020|EPI_ISL_544345|2020-04-07,0,0,0,0,0,0,1,0,0,0
n1326,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/CA-CZB-1001/2020|EPI_ISL_436642|2020-04-01,0,0,0,0,0,0,0,0,0,1
n1394,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/MA-MGH-00165/2020|EPI_ISL_460453|2020-03-26,1,0,0,0,0,0,0,0,0,0
n1466,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/UT-089/2020|EPI_ISL_420803|2020-03-12,0,0,0,0,0,0,0,0,1,0
n1470,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/CA-ALSR-1135/2020|EPI_ISL_494383|2020-04-16,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-SR0388/2020|EPI_ISL_458267|2020-04-10,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/UT-UPHL-2008957/2020|EPI_ISL_525284|2020-05-11,0,0,0,0,0,0,0,0,1,0
n1730,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-UPHL-2009366/2020|EPI_ISL_524959|2020-05-12,0,0,0,0,0,0,0,0,1,0
n1732,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-04137/2020|EPI_ISL_493036|2020-05-13,0,0,0,0,0,0,0,0,1,0
n1735,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-UPHL-2009296/2020|EPI_ISL_524905|2020-05-14,0,0,0,0,0,0,0,0,1,0
n1743,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-01870/2020|EPI_ISL_470694|2020-04-13,0,0,0,0,0,0,0,0,1,0
n1745,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-01572/2020|EPI_ISL_449821|2020-04-07,0,0,0,0,0,0,0,0,1,0
n1789,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-02423/2020|EPI_ISL_470673|2020-04-21,0,0,0,0,0,0,0,0,1,0
n1817,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/CA-CZB-1613/2020|EPI_ISL_468542|2020-04-11,0,0,0,0,0,0,0,0,0,1
n1824,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-02437/2020|EPI_ISL_470552|2020-04-21,0,0,0,0,0,0,0,0,1,0
n1829,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/CA-ALSR-1159/2020|EPI_ISL_494402|2020-04-04,0,0,0,0,0,0,0,0,0,1
n1856,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1670/2020|EPI_ISL_494730|2020-04-02,0,0,0,0,0,0,0,0,0,1
n1885,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/TX-DSHS-0497/2020|EPI_ISL_560941|2020-06-21,0,0,0,0,0,0,1,0,0,0
n1906,0,0,0,0,0,0,1,0,0,0
n1986,0,0,0,0,0,0,1,0,0,0
n1990,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/WA-S2739/2020|EPI_ISL_525729|2020-07-16,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-UW-13400/2020|EPI_ISL_501148|2020-07-02,0,1,0,0,0,0,0,0,0,0
n2076,0,0,0,0,0,0,1,0,0,0
n2077,0,0,0,0,0,0,1,0,0,0
n2241,0,0,0,0,0,0,1,0,0,0
n2255,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-550/2020|EPI_ISL_544823|2020-04-09,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH026/2020|EPI_ISL_434735|2020-03-13,0,0,0,0,0,0,1,0,0,0
n2279,0,0,0,0,0,0,1,0,0,0
n2295,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-841/2020|EPI_ISL_545863|2020-04-09,0,0,0,0,0,0,1,0,0,0
n2303,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/TX-HMH-4111/2020|EPI_ISL_543378|2020-06-18,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-6645/2020|EPI_ISL_546141|2020-06-24,0,0,0,0,0,0,1,0,0,0
n2525,0,0,0,0,0,0,0,0,0,1
n2547,0,0,0,0,0,0,0,0,0,1
n2611,0,0,0,0,0,0,0,0,0,1
n2894,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/OR-PROV-004/2020|EPI_ISL_482295|2020-04-04,0,1,0,0,0,0,0,0,0,0
n4985,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/TX-HMH-7751/2020|EPI_ISL_545615|2020-06-26,0,0,0,0,0,0,1,0,0,0
n5010,0,0,0,0,0,0,1,0,0,0
n5019,0,0,0,0,0,0,1,0,0,0
n5034,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/MI-MDHHS-SC20891/2020|EPI_ISL_476028|2020-05-20,0,0,0,0,0,1,0,0,0,0
n5511,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/AK-PHL448/2020|EPI_ISL_560558|2020-06-08,0,1,0,0,0,0,0,0,0,0
n5534,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/AK-PHL414/2020|EPI_ISL_522398|2020-06-03,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/AK-PHL403/2020|EPI_ISL_522397|2020-06-01,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/AK-PHL440/2020|EPI_ISL_525758|2020-06-06,0,1,0,0,0,0,0,0,0,0
n5542,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/FL-BPHL-0223/2020|EPI_ISL_480874|2020-04-21,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/FL-BPHL-0275/2020|EPI_ISL_480926|2020-05-07,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/MN-MDH-1316/2020|EPI_ISL_495615|2020-03-25,0,0,0,0,0,1,0,0,0,0
n5553,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/NY-NYUMC249/2020|EPI_ISL_428763|2020-04-03,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/WA-UW-1772/2020|EPI_ISL_424233|2020-03-21,0,1,0,0,0,0,0,0,0,0
n5590,0,0,0,0,0,0,0,0,0,1
n5592,0,0,0,0,0,0,1,0,0,0
n5607,0,0,0,0,0,0,0,0,0,1
n5618,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-0996-IPL/2020|EPI_ISL_483450|2020-04-23,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-0629-IPL/2020|EPI_ISL_483268|2020-04-23,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-0612-SAN/2020|EPI_ISL_483257|2020-04-20,0,0,0,0,0,0,0,0,0,1
n5625,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/NY-NYUMC814/2020|EPI_ISL_456050|2020-03-26,0,0,1,0,0,0,0,0,0,0
n5638,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/OR-PROV-074/2020|EPI_ISL_482349|2020-04-16,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-PROV-205/2020|EPI_ISL_482447|2020-04-18,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-PROV-080/2020|EPI_ISL_482353|2020-04-17,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-PROV-079/2020|EPI_ISL_482352|2020-04-17,0,1,0,0,0,0,0,0,0,0
n5695,1,0,0,0,0,0,0,0,0,0
n5696,0,0,0,1,0,0,0,0,0,0
n5703,0,0,0,1,0,0,0,0,0,0
n5704,0,0,0,0,0,0,0,0,0,1
n5757,0,1,0,0,0,0,0,0,0,0
n5758,0,0,0,0,0,0,1,0,0,0
n5760,0,0,0,0,0,0,0,0,0,1
n5775,0,0,0,0,0,0,0,0,0,1
n5888,0,0,0,0,0,0,0,0,0,1
n5918,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-ALSR-1141/2020|EPI_ISL_494386|2020-04-16,0,0,0,0,0,0,0,0,0,1
n6409,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-CZB-3365/2020|EPI_ISL_548323|2020-07-15,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-CZB-3731/2020|EPI_ISL_548408|2020-07-22,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-CZB-3333/2020|EPI_ISL_548272|2020-07-10,0,0,0,0,0,0,0,0,0,1
n6697,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/OR-OHSU-0052/2020|EPI_ISL_437532|2020-04-18,0,1,0,0,0,0,0,0,0,0
n6707,0,1,0,0,0,0,0,0,0,0
n6710,0,1,0,0,0,0,0,0,0,0
n6724,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-OHSU-0353/2020|EPI_ISL_509116|2020-05-18,0,1,0,0,0,0,0,0,0,0
n6728,0,1,0,0,0,0,0,0,0,0
n6738,0,1,0,0,0,0,0,0,0,0
n6739,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-OHSU-0515/2020|EPI_ISL_526095|2020-06-05,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-OHSU-0513/2020|EPI_ISL_526094|2020-06-05,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-OHSU-0512/2020|EPI_ISL_526093|2020-06-05,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/WA-OHSU-0506/2020|EPI_ISL_526092|2020-06-05,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-OHSU-0612/2020|EPI_ISL_525845|2020-06-13,0,1,0,0,0,0,0,0,0,0
n6747,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-OHSU-0369/2020|EPI_ISL_509120|2020-05-29,0,1,0,0,0,0,0,0,0,0
n6753,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-OHSU-0548/2020|EPI_ISL_525842|2020-06-16,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-OHSU-0721/2020|EPI_ISL_525892|2020-06-19,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/SC-DHEC-0930/2020|EPI_ISL_538421|2020-06-26,0,0,0,0,1,0,0,0,0,0
n6804,0,0,0,0,1,0,0,0,0,0
n6816,0,0,0,0,0,1,0,0,0,0
n6825,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/PA-MGSC13-04/2020|EPI_ISL_436468|2020-03-26,0,0,0,1,0,0,0,0,0,0
n7145,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/IA_6390/2020|EPI_ISL_424900|2020-03-07,0,0,0,0,0,0,0,1,0,0
hCoV-19/USA/AZ-TG268281/2020|EPI_ISL_426503|2020-03-17,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/KS-CDC-4589/2020|EPI_ISL_452114|2020-03-10,0,0,0,0,0,0,0,1,0,0
n7252,0,0,0,0,0,0,0,1,0,0
hCoV-19/USA/MO-WUSTL066/2020|EPI_ISL_476019|2020-06-19,0,0,0,0,0,0,0,1,0,0
hCoV-19/USA/MO-WUSTL062/2020|EPI_ISL_493081|2020-06-19,0,0,0,0,0,0,0,1,0,0
hCoV-19/USA/MN-MDH-1663/2020|EPI_ISL_560750|2020-04-03,0,0,0,0,0,1,0,0,0,0
n7298,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/NY-Wadsworth-36879-01/2020|EPI_ISL_525650|2020-04-02,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/SC_3572/2020|EPI_ISL_424905|2020-03-05,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/NY-PV09309/2020|EPI_ISL_422562|2020-03-22,0,0,1,0,0,0,0,0,0,0
n7304,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/MA-MGH-00679/2020|EPI_ISL_460465|2020-03-22,1,0,0,0,0,0,0,0,0,0
n7308,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/CA-CZB-1498/2020|EPI_ISL_468447|2020-03-27,0,0,0,0,0,0,0,0,0,1
n7319,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/UT-03368/2020|EPI_ISL_498653|2020-04-23,0,0,0,0,0,0,0,0,1,0
n7432,0,0,0,0,0,0,0,0,1,0
n7440,0,0,0,0,0,0,0,0,1,0
n7446,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-03270/2020|EPI_ISL_493009|2020-05-08,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-04127/2020|EPI_ISL_487251|2020-05-13,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-UPHL-2009260/2020|EPI_ISL_525244|2020-05-14,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-UPHL-2009223/2020|EPI_ISL_525223|2020-05-15,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-08452/2020|EPI_ISL_524224|2020-05-19,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-UPHL-2009048/2020|EPI_ISL_525062|2020-05-11,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-03265/2020|EPI_ISL_493006|2020-05-08,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-03272/2020|EPI_ISL_493010|2020-05-08,0,0,0,0,0,0,0,0,1,0
n7489,0,0,0,0,0,0,1,0,0,0
n7491,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/FL-AFFG/2020|EPI_ISL_513282|2020-06-29,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/FL-AFFD/2020|EPI_ISL_513281|2020-06-29,0,0,0,0,1,0,0,0,0,0
n7551,0,0,0,0,0,0,1,0,0,0
n7557,0,0,0,0,0,0,1,0,0,0
n7589,0,0,0,0,0,0,1,0,0,0
n7599,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/CA-CZB-2130/2020|EPI_ISL_486357|2020-05-22,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-CZB-2124/2020|EPI_ISL_486352|2020-05-22,0,0,0,0,0,0,0,0,0,1
n7617,0,0,0,0,0,1,0,0,0,0
n7618,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/OR-OHSU-0279/2020|EPI_ISL_509090|2020-04-15,0,1,0,0,0,0,0,0,0,0
n7639,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/OR-OHSU-1895/2020|EPI_ISL_526062|2020-07-28,0,1,0,0,0,0,0,0,0,0
n7645,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/ME-HETL-J0098/2020|EPI_ISL_513507|2020-03-21,1,0,0,0,0,0,0,0,0,0
n7667,1,0,0,0,0,0,0,0,0,0
n7676,1,0,0,0,0,0,0,0,0,0
n7677,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/ME-HETL-J0058/2020|EPI_ISL_513469|2020-03-17,1,0,0,0,0,0,0,0,0,0
n7680,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/CT-UW328/2020|EPI_ISL_418895|2020-03-14,1,0,0,0,0,0,0,0,0,0
n7727,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/NY-NYUMC792/2020|EPI_ISL_456028|2020-03-27,0,0,1,0,0,0,0,0,0,0
n7751,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/MI-MDHHS-SC20305/2020|EPI_ISL_447102|2020-04-02,0,0,0,0,0,1,0,0,0,0
n10164,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/FL-BPHL-1231/2020|EPI_ISL_541241|2020-04-13,0,0,0,0,1,0,0,0,0,0
n10396,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/WI-GMF-02728/2020|EPI_ISL_455569|2020-05-08,0,0,0,0,0,1,0,0,0,0
n10403,0,0,0,0,0,1,0,0,0,0
n10411,0,0,0,0,0,1,0,0,0,0
n10416,0,0,0,0,0,1,0,0,0,0
n10418,0,0,0,0,0,1,0,0,0,0
n10422,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/AZ-TG273314/2020|EPI_ISL_426567|2020-04-01,0,0,0,0,0,0,0,0,0,1
n10426,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/TX-HMH-2802/2020|EPI_ISL_545565|2020-06-08,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-4278/2020|EPI_ISL_543490|2020-06-18,0,0,0,0,0,0,1,0,0,0
n10439,0,0,1,0,0,0,0,0,0,0
n10442,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/CA-CZB-2458/2020|EPI_ISL_513864|2020-05-21,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/CA-CZB-2459/2020|EPI_ISL_513865|2020-05-21,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/MD-MDH-0190/2020|EPI_ISL_538273|2020-06-05,0,0,0,1,0,0,0,0,0,0
n10471,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/MI-MDHHS-SC21927/2020|EPI_ISL_565987|2020-04-02,0,0,0,0,0,1,0,0,0,0
n10481,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/TX-HMH-7938/2020|EPI_ISL_545722|2020-06-19,0,0,0,0,0,0,1,0,0,0
n10501,0,0,0,0,0,0,1,0,0,0
n10506,0,0,0,0,0,1,0,0,0,0
n10509,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-7940/2020|EPI_ISL_545725|2020-06-26,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-4051/2020|EPI_ISL_543327|2020-06-18,0,0,0,0,0,0,1,0,0,0
n10519,0,0,0,0,0,0,1,0,0,0
n10636,0,1,0,0,0,0,0,0,0,0
hCoV-19/USA/TX-HMH-5316/2020|EPI_ISL_544675|2020-06-25,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-4297/2020|EPI_ISL_543507|2020-06-18,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/CA-CZB-2044/2020|EPI_ISL_486288|2020-04-03,0,0,0,0,0,0,0,0,0,1
n10647,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/AR-CDC-2072/2020|EPI_ISL_450800|2020-03-31,0,0,0,0,0,0,1,0,0,0
n10669,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/NMDOH-2020320960/2020|EPI_ISL_542067|2020-09-01,0,0,0,0,0,0,1,0,0,0
n10672,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/CT-Yale-274/2020|EPI_ISL_469197|2020-04-02,1,0,0,0,0,0,0,0,0,0
hCoV-19/USA/NY-PV09405/2020|EPI_ISL_450085|2020-03-20,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/NY-NYUMC305/2020|EPI_ISL_430332|2020-03-30,0,0,1,0,0,0,0,0,0,0
n10686,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/CA-CSMC107/2020|EPI_ISL_475582|2020-04-02,0,0,0,0,0,0,0,0,0,1
hCoV-19/USA/NY-NYUMC499/2020|EPI_ISL_444616|2020-03-30,0,0,1,0,0,0,0,0,0,0
n10717,0,0,1,0,0,0,0,0,0,0
n14705,0,1,0,0,0,0,0,0,0,0
n14715,0,0,1,0,0,0,0,0,0,0
n14717,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/OR-PROV-209/2020|EPI_ISL_482450|2020-04-02,0,1,0,0,0,0,0,0,0,0
n15491,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/NJ-CDC-7300/2020|EPI_ISL_452117|2020-03-10,0,0,1,0,0,0,0,0,0,0
n15501,0,0,0,0,0,1,0,0,0,0
n15552,0,1,0,0,0,0,0,0,0,0
n15569,0,1,0,0,0,0,0,0,0,0
n15585,0,0,1,0,0,0,0,0,0,0
n16185,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/TX-HMH-1236/2020|EPI_ISL_542601|2020-04-20,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-1853/2020|EPI_ISL_542880|2020-04-19,0,0,0,0,0,0,1,0,0,0
n16348,0,0,0,0,0,0,1,0,0,0
n16404,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-2224/2020|EPI_ISL_545189|2020-05-15,0,0,0,0,0,0,1,0,0,0
n16420,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-1366/2020|EPI_ISL_542675|2020-04-12,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-1060/2020|EPI_ISL_542514|2020-04-11,0,0,0,0,0,0,1,0,0,0
n16427,0,0,0,0,0,0,1,0,0,0
n16442,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/VA-DCLS-1173/2020|EPI_ISL_525200|2020-07-08,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/VA-DCLS-1170/2020|EPI_ISL_525197|2020-07-18,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/VA-DCLS-1169/2020|EPI_ISL_525196|2020-07-18,0,0,0,1,0,0,0,0,0,0
n16499,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/TX-HMH-5051/2020|EPI_ISL_544487|2020-06-24,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-4349/2020|EPI_ISL_543550|2020-06-17,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/TX-HMH-7303/2020|EPI_ISL_546660|2020-06-29,0,0,0,0,0,0,1,0,0,0
n16504,0,0,0,0,0,0,1,0,0,0
n16508,0,0,0,0,0,0,1,0,0,0
n16509,0,0,0,0,0,0,1,0,0,0
hCoV-19/USA/UT-0888/2020|EPI_ISL_435389|2020-04-06,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-0522/2020|EPI_ISL_435359|2020-04-03,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-0526/2020|EPI_ISL_435362|2020-04-03,0,0,0,0,0,0,0,0,1,0
n16538,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-0527/2020|EPI_ISL_435363|2020-04-03,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/UT-0535/2020|EPI_ISL_435369|2020-04-03,0,0,0,0,0,0,0,0,1,0
hCoV-19/USA/PA-MGEL103/2020|EPI_ISL_454382|2020-03-31,0,0,0,1,0,0,0,0,0,0
hCoV-19/USA/PA-MGEL84/2020|EPI_ISL_454368|2020-03-31,0,0,0,1,0,0,0,0,0,0
n16567,0,0,0,0,0,1,0,0,0,0
n16568,1,0,0,0,0,0,0,0,0,0
n16575,0,0,0,0,0,0,1,0,0,0
n16579,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/MN-MDH-1160/2020|EPI_ISL_476745|2020-05-04,0,0,0,0,0,1,0,0,0,0
n16620,0,0,0,0,0,1,0,0,0,0
n16638,0,0,1,0,0,0,0,0,0,0
n16975,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/WI-GMF-09008/2020|EPI_ISL_489940|2020-07-03,0,0,0,0,0,1,0,0,0,0
n16984,0,0,0,0,0,0,0,1,0,0
hCoV-19/USA/FL-BPHL-0901/2020|EPI_ISL_517791|2020-06-13,0,0,0,0,1,0,0,0,0,0
n16991,0,0,0,0,0,1,0,0,0,0
hCoV-19/USA/FL-BPHL-0505/2020|EPI_ISL_508708|2020-06-10,0,0,0,0,1,0,0,0,0,0
hCoV-19/USA/FL-BPHL-0817/2020|EPI_ISL_514163|2020-06-10,0,0,0,0,1,0,0,0,0,0
n17012,0,1,0,0,0,0,0,0,0,0
n17015,0,0,1,0,0,0,0,0,0,0
hCoV-19/USA/MD-MDH-0200/2020|EPI_ISL_560813|2020-06-09,0,0,0,1,0,0,0,0,0,0
n17503,0,0,1,0,0,0,0,0,0,0
